KindOfOperation,KindOfSpace,RoomsAmount,LocationRating,Size,Price,Standard,Floor,City,UserRoomsAmount,UserPrice,UserStandard,UserLocationRating,IsGoodOfert
K,M,4.00,3.00,88.00,244823.04,3.00,9.00,Bydgoszcz,5.00,180956.16,5.00,4.00,0
K,M,2.00,4.00,44.00,47663.62,2.00,2.00,Bia³ystok,5.00,70726.66,3.00,1.00,0
W,M,5.00,3.00,105.00,39690.00,5.00,6.00,Warszawa,3.00,26460.00,2.00,2.00,0
W,M,3.00,5.00,54.00,12247.20,3.00,8.00,Warszawa,5.00,12247.20,0.00,1.00,0
W,P,1.00,3.00,25.00,756.00,2.00,8.00,Gdañsk,1.00,756.00,2.00,0.00,0
W,P,1.00,1.00,19.00,255.36,2.00,5.00,Szczecin,1.00,191.52,0.00,0.00,0
W,M,3.00,2.00,63.00,1905.12,1.00,4.00,£ódŸ,0.00,1905.12,3.00,0.00,0
K,M,5.00,5.00,95.00,127680.00,1.00,1.00,Bydgoszcz,2.00,155610.00,0.00,2.00,0
K,M,5.00,5.00,95.00,698250.00,5.00,4.00,Poznañ,5.00,698250.00,1.00,5.00,0
W,M,5.00,4.00,110.00,7392.00,1.00,6.00,Warszawa,4.00,7392.00,0.00,1.00,0
W,P,1.00,2.00,24.00,645.12,4.00,2.00,Lublin,1.00,967.68,5.00,5.00,0
W,M,5.00,1.00,95.00,11970.00,5.00,3.00,£ódŸ,5.00,7980.00,5.00,5.00,0
W,M,5.00,3.00,90.00,18144.00,2.00,9.00,Gdañsk,4.00,18144.00,2.00,0.00,0
K,M,1.00,5.00,22.00,11457.60,2.00,10.00,Szczecin,4.00,12566.40,4.00,4.00,0
W,M,5.00,3.00,110.00,24948.00,3.00,9.00,Kraków,5.00,24948.00,2.00,0.00,0
K,M,4.00,5.00,72.00,72576.00,1.00,6.00,£ódŸ,5.00,113702.40,4.00,2.00,0
W,M,3.00,3.00,57.00,6894.72,4.00,2.00,£ódŸ,1.00,6894.72,2.00,2.00,0
W,P,1.00,1.00,22.00,369.60,5.00,4.00,Kraków,1.00,554.40,3.00,1.00,0
W,M,4.00,2.00,76.00,3064.32,1.00,6.00,Warszawa,4.00,2042.88,4.00,1.00,0
W,M,3.00,4.00,54.00,13063.68,3.00,8.00,Bydgoszcz,2.00,9797.76,3.00,3.00,0
W,M,2.00,1.00,38.00,1532.16,3.00,0.00,Lublin,2.00,1149.12,1.00,1.00,0
W,P,1.00,5.00,20.00,3360.00,5.00,1.00,£ódŸ,1.00,1680.00,4.00,2.00,0
W,P,1.00,5.00,21.00,2116.80,4.00,3.00,Warszawa,1.00,2822.40,2.00,1.00,0
W,M,4.00,1.00,72.00,1935.36,2.00,1.00,Bydgoszcz,4.00,2903.04,5.00,3.00,0
K,M,3.00,4.00,60.00,284256.00,5.00,10.00,Poznañ,1.00,296352.00,3.00,5.00,0
W,P,1.00,1.00,19.00,287.28,3.00,7.00,Kraków,1.00,191.52,5.00,5.00,0
K,M,4.00,4.00,76.00,87843.84,1.00,1.00,Szczecin,0.00,65372.16,5.00,4.00,0
K,M,5.00,1.00,105.00,169344.00,2.00,2.00,Warszawa,1.00,148176.00,5.00,1.00,0
W,M,4.00,2.00,88.00,17740.80,5.00,7.00,Gdañsk,4.00,11827.20,0.00,0.00,0
W,M,4.00,3.00,80.00,25804.80,4.00,10.00,Bia³ystok,2.00,12902.40,1.00,0.00,0
K,M,4.00,1.00,88.00,120637.44,4.00,6.00,Wroc³aw,0.00,156119.04,5.00,2.00,0
W,M,4.00,1.00,84.00,6773.76,3.00,4.00,Kraków,2.00,6773.76,5.00,4.00,0
W,M,3.00,4.00,66.00,7983.36,3.00,0.00,Bia³ystok,5.00,11975.04,5.00,4.00,0
K,M,3.00,1.00,60.00,14061.60,1.00,8.00,Wroc³aw,1.00,14515.20,5.00,4.00,0
W,M,5.00,2.00,95.00,14364.00,3.00,0.00,Bia³ystok,1.00,9576.00,1.00,4.00,0
W,P,1.00,1.00,21.00,282.24,2.00,8.00,Szczecin,1.00,211.68,2.00,1.00,0
K,M,5.00,2.00,90.00,72576.00,1.00,10.00,Poznañ,2.00,63504.00,5.00,2.00,0
W,M,4.00,3.00,76.00,30643.20,5.00,3.00,Bia³ystok,3.00,30643.20,2.00,5.00,0
W,P,1.00,1.00,20.00,537.60,4.00,10.00,Kraków,1.00,403.20,5.00,5.00,0
W,P,1.00,2.00,18.00,483.84,4.00,3.00,Bydgoszcz,1.00,483.84,5.00,3.00,0
W,P,1.00,1.00,22.00,443.52,4.00,2.00,Bydgoszcz,1.00,591.36,5.00,1.00,0
W,M,5.00,1.00,105.00,14112.00,4.00,5.00,Lublin,0.00,14112.00,2.00,1.00,0
K,M,4.00,3.00,80.00,362880.00,5.00,5.00,Poznañ,1.00,314496.00,1.00,4.00,0
W,P,1.00,5.00,18.00,1209.60,4.00,6.00,£ódŸ,1.00,1209.60,4.00,5.00,0
K,M,3.00,1.00,54.00,35108.64,3.00,6.00,Szczecin,4.00,36741.60,3.00,5.00,0
K,M,1.00,2.00,24.00,26611.20,5.00,5.00,Gdañsk,2.00,19353.60,4.00,4.00,0
K,M,4.00,2.00,76.00,116444.16,3.00,4.00,£ódŸ,2.00,122572.80,3.00,1.00,0
K,M,4.00,1.00,88.00,39029.76,1.00,5.00,Gdañsk,1.00,39916.80,0.00,3.00,0
W,P,1.00,5.00,25.00,420.00,1.00,0.00,Gdañsk,1.00,840.00,2.00,0.00,0
W,P,1.00,1.00,21.00,705.60,5.00,8.00,Bia³ystok,1.00,352.80,3.00,2.00,0
K,M,1.00,1.00,24.00,8265.60,5.00,9.00,£ódŸ,1.00,8870.40,0.00,0.00,0
W,P,1.00,2.00,22.00,1478.40,5.00,2.00,Poznañ,1.00,1478.40,3.00,0.00,0
W,M,3.00,5.00,57.00,11491.20,4.00,2.00,Gdañsk,0.00,22982.40,4.00,5.00,0
W,P,1.00,1.00,20.00,100.80,1.00,1.00,Lublin,1.00,134.40,1.00,0.00,0
K,M,2.00,5.00,38.00,135021.60,3.00,1.00,Kraków,0.00,103420.80,0.00,5.00,0
W,M,4.00,4.00,76.00,8171.52,2.00,6.00,Szczecin,4.00,12257.28,2.00,1.00,0
W,M,2.00,2.00,42.00,2257.92,2.00,4.00,Lublin,1.00,2257.92,2.00,2.00,0
W,P,1.00,5.00,25.00,840.00,2.00,4.00,Gdañsk,1.00,1260.00,4.00,4.00,0
W,M,5.00,3.00,95.00,4788.00,1.00,2.00,Warszawa,3.00,7182.00,3.00,0.00,0
W,M,5.00,2.00,100.00,16800.00,5.00,9.00,Szczecin,1.00,33600.00,0.00,1.00,0
W,M,4.00,2.00,88.00,18923.52,4.00,7.00,Wroc³aw,2.00,14192.64,1.00,2.00,0
W,P,1.00,1.00,25.00,672.00,4.00,0.00,Warszawa,1.00,336.00,1.00,0.00,0
W,P,1.00,4.00,25.00,2520.00,5.00,10.00,£ódŸ,1.00,2520.00,5.00,2.00,0
K,M,1.00,5.00,22.00,17777.76,2.00,2.00,Bia³ystok,2.00,20180.16,0.00,5.00,0
W,P,1.00,3.00,20.00,2016.00,5.00,10.00,Kraków,1.00,1512.00,2.00,1.00,0
W,P,1.00,5.00,23.00,2318.40,3.00,5.00,Szczecin,1.00,1159.20,5.00,1.00,0
K,M,1.00,4.00,20.00,32256.00,5.00,0.00,Bydgoszcz,5.00,26880.00,4.00,1.00,0
W,P,1.00,4.00,23.00,309.12,1.00,2.00,Lublin,1.00,618.24,3.00,1.00,0
W,M,1.00,3.00,23.00,695.52,3.00,3.00,Gdañsk,3.00,1391.04,5.00,3.00,0
K,M,1.00,3.00,22.00,15135.12,3.00,5.00,Bia³ystok,2.00,15135.12,0.00,4.00,0
W,M,2.00,4.00,38.00,6128.64,4.00,1.00,Lublin,1.00,6128.64,0.00,2.00,0
K,M,3.00,4.00,60.00,70761.60,1.00,2.00,Bia³ystok,4.00,67616.64,0.00,2.00,0
W,P,1.00,4.00,22.00,1182.72,4.00,8.00,Bydgoszcz,1.00,2365.44,3.00,0.00,0
W,M,5.00,2.00,110.00,22176.00,4.00,1.00,Warszawa,2.00,22176.00,4.00,0.00,0
W,M,3.00,3.00,60.00,8164.80,3.00,9.00,Poznañ,1.00,8164.80,2.00,1.00,0
W,P,1.00,4.00,20.00,537.60,1.00,1.00,Bydgoszcz,1.00,403.20,2.00,3.00,0
W,M,2.00,5.00,38.00,7660.80,3.00,6.00,Bia³ystok,3.00,5745.60,2.00,3.00,0
K,M,1.00,2.00,20.00,7056.00,2.00,2.00,Gdañsk,0.00,7257.60,3.00,1.00,0
W,M,5.00,2.00,90.00,18144.00,3.00,0.00,Lublin,4.00,18144.00,2.00,5.00,0
W,P,1.00,2.00,23.00,231.84,1.00,5.00,Lublin,1.00,309.12,3.00,3.00,0
W,P,1.00,2.00,25.00,504.00,3.00,8.00,Kraków,1.00,756.00,3.00,3.00,0
W,P,1.00,1.00,25.00,504.00,4.00,8.00,Gdañsk,1.00,504.00,4.00,1.00,0
K,M,4.00,2.00,84.00,238775.04,3.00,0.00,Kraków,0.00,182891.52,2.00,4.00,0
W,P,1.00,1.00,22.00,147.84,2.00,2.00,Gdañsk,1.00,221.76,1.00,0.00,0
K,M,2.00,2.00,36.00,52254.72,4.00,2.00,Kraków,1.00,47900.16,5.00,0.00,0
W,M,5.00,5.00,90.00,60480.00,4.00,6.00,Kraków,0.00,60480.00,0.00,5.00,0
W,M,4.00,3.00,84.00,6773.76,2.00,10.00,Bydgoszcz,3.00,6773.76,2.00,5.00,0
K,M,2.00,5.00,36.00,96768.00,2.00,4.00,Warszawa,5.00,82252.80,5.00,3.00,0
W,P,1.00,4.00,23.00,309.12,1.00,8.00,Bydgoszcz,1.00,309.12,1.00,1.00,0
W,P,1.00,4.00,19.00,1021.44,4.00,7.00,Lublin,1.00,2042.88,4.00,2.00,0
W,M,3.00,2.00,54.00,6531.84,4.00,6.00,Bia³ystok,0.00,4354.56,5.00,4.00,0
W,M,1.00,1.00,23.00,77.28,1.00,4.00,Lublin,0.00,154.56,1.00,0.00,0
W,M,2.00,1.00,40.00,1344.00,5.00,6.00,Lublin,0.00,2016.00,0.00,3.00,0
K,M,5.00,5.00,105.00,304290.00,1.00,4.00,Gdañsk,4.00,264600.00,3.00,5.00,0
K,M,4.00,4.00,76.00,113379.84,1.00,1.00,Gdañsk,0.00,113379.84,5.00,0.00,0
W,P,1.00,3.00,20.00,604.80,2.00,1.00,Szczecin,1.00,604.80,3.00,3.00,0
W,P,1.00,2.00,21.00,141.12,1.00,0.00,£ódŸ,1.00,211.68,1.00,1.00,0
W,P,1.00,1.00,24.00,161.28,1.00,4.00,£ódŸ,1.00,80.64,1.00,3.00,0
W,M,5.00,3.00,110.00,55440.00,5.00,9.00,Kraków,2.00,27720.00,5.00,3.00,0
W,P,1.00,2.00,19.00,191.52,1.00,9.00,Gdañsk,1.00,255.36,2.00,1.00,0
W,P,1.00,1.00,18.00,181.44,2.00,9.00,Szczecin,1.00,181.44,1.00,0.00,0
K,M,3.00,3.00,63.00,241473.96,5.00,4.00,Bia³ystok,5.00,235282.32,4.00,3.00,0
K,M,4.00,1.00,76.00,72011.52,2.00,5.00,Gdañsk,5.00,70479.36,1.00,1.00,0
W,P,1.00,2.00,21.00,211.68,1.00,8.00,Poznañ,1.00,211.68,5.00,5.00,0
W,P,1.00,4.00,23.00,1545.60,5.00,8.00,Lublin,1.00,3091.20,2.00,1.00,0
W,M,1.00,3.00,24.00,1814.40,5.00,4.00,Poznañ,1.00,2419.20,0.00,0.00,0
W,P,1.00,3.00,25.00,1008.00,2.00,3.00,£ódŸ,1.00,756.00,0.00,1.00,0
K,M,3.00,2.00,54.00,163296.00,4.00,6.00,Gdañsk,1.00,163296.00,4.00,5.00,0
W,P,1.00,1.00,22.00,443.52,3.00,4.00,£ódŸ,1.00,221.76,5.00,5.00,0
W,M,5.00,2.00,105.00,17640.00,5.00,4.00,Szczecin,3.00,26460.00,3.00,5.00,0
W,M,5.00,3.00,105.00,5292.00,1.00,0.00,Bydgoszcz,5.00,10584.00,3.00,5.00,0
K,M,5.00,2.00,90.00,226800.00,2.00,1.00,Kraków,2.00,208656.00,5.00,1.00,0
W,M,1.00,1.00,21.00,282.24,2.00,2.00,£ódŸ,4.00,211.68,5.00,0.00,0
W,M,1.00,2.00,25.00,252.00,1.00,1.00,Bydgoszcz,0.00,168.00,3.00,3.00,0
W,M,3.00,2.00,66.00,6652.80,5.00,5.00,Poznañ,4.00,9979.20,4.00,2.00,0
W,M,4.00,5.00,88.00,11827.20,1.00,10.00,Poznañ,1.00,8870.40,1.00,5.00,0
W,M,1.00,5.00,22.00,1108.80,3.00,6.00,Gdañsk,4.00,1108.80,5.00,0.00,0
K,M,3.00,4.00,63.00,163459.30,3.00,5.00,Bia³ystok,3.00,203085.79,1.00,5.00,0
W,M,2.00,1.00,36.00,1088.64,3.00,10.00,Szczecin,4.00,725.76,4.00,2.00,0
W,M,5.00,3.00,105.00,15876.00,2.00,7.00,Lublin,1.00,15876.00,1.00,4.00,0
K,M,4.00,5.00,88.00,553512.96,3.00,2.00,Bia³ystok,5.00,415134.72,2.00,5.00,0
W,P,1.00,4.00,21.00,2116.80,5.00,0.00,Szczecin,1.00,1411.20,2.00,1.00,0
W,M,1.00,3.00,22.00,1330.56,4.00,8.00,Bia³ystok,5.00,887.04,1.00,3.00,0
W,P,1.00,3.00,25.00,756.00,3.00,2.00,Bydgoszcz,1.00,756.00,4.00,1.00,0
W,M,1.00,4.00,22.00,443.52,1.00,8.00,Warszawa,5.00,295.68,5.00,3.00,0
K,M,5.00,5.00,95.00,837900.00,3.00,6.00,Warszawa,4.00,1077300.00,3.00,1.00,0
W,P,1.00,5.00,21.00,2116.80,4.00,2.00,Bydgoszcz,1.00,2822.40,1.00,0.00,0
K,M,2.00,3.00,36.00,23224.32,2.00,6.00,Bydgoszcz,0.00,26853.12,2.00,4.00,0
W,P,1.00,4.00,23.00,1236.48,4.00,3.00,Lublin,1.00,1236.48,2.00,4.00,0
W,M,2.00,2.00,38.00,1532.16,2.00,1.00,Warszawa,5.00,2042.88,0.00,1.00,0
W,M,4.00,5.00,72.00,29030.40,3.00,9.00,Lublin,3.00,14515.20,0.00,4.00,0
W,P,1.00,5.00,19.00,638.40,2.00,8.00,Warszawa,1.00,1276.80,3.00,5.00,0
W,P,1.00,3.00,18.00,1451.52,4.00,3.00,Poznañ,1.00,1088.64,3.00,1.00,0
W,P,1.00,1.00,21.00,105.84,1.00,10.00,Wroc³aw,1.00,70.56,0.00,5.00,0
W,P,1.00,5.00,21.00,2116.80,4.00,8.00,Warszawa,1.00,2116.80,4.00,4.00,0
W,M,5.00,1.00,90.00,4536.00,2.00,4.00,Szczecin,5.00,3024.00,2.00,2.00,0
W,P,1.00,3.00,21.00,1693.44,4.00,3.00,£ódŸ,1.00,846.72,5.00,2.00,0
W,P,1.00,1.00,20.00,672.00,5.00,9.00,Kraków,1.00,672.00,2.00,4.00,0
K,M,5.00,3.00,90.00,102060.00,1.00,2.00,Kraków,3.00,170100.00,0.00,2.00,0
K,M,5.00,5.00,90.00,325080.00,1.00,8.00,Warszawa,5.00,317520.00,0.00,3.00,0
K,M,3.00,1.00,66.00,42910.56,3.00,0.00,Bydgoszcz,4.00,30935.52,0.00,1.00,0
W,P,1.00,5.00,25.00,1890.00,3.00,4.00,£ódŸ,1.00,2520.00,3.00,0.00,0
W,P,1.00,3.00,19.00,1532.16,4.00,10.00,Lublin,1.00,1532.16,1.00,0.00,0
W,P,1.00,1.00,23.00,579.60,5.00,3.00,Bydgoszcz,1.00,579.60,1.00,4.00,0
W,P,1.00,1.00,24.00,806.40,5.00,7.00,Poznañ,1.00,403.20,0.00,5.00,0
K,M,1.00,2.00,18.00,6350.40,3.00,6.00,Lublin,0.00,8890.56,2.00,5.00,0
K,M,2.00,4.00,42.00,62657.28,3.00,8.00,£ódŸ,0.00,81285.12,3.00,3.00,0
K,M,2.00,4.00,36.00,71608.32,4.00,1.00,Bydgoszcz,4.00,61931.52,0.00,3.00,0
W,P,1.00,2.00,19.00,574.56,3.00,0.00,Bia³ystok,1.00,574.56,3.00,1.00,0
W,M,5.00,3.00,105.00,52920.00,5.00,0.00,Szczecin,4.00,52920.00,5.00,5.00,0
K,M,1.00,5.00,20.00,35280.00,5.00,2.00,£ódŸ,4.00,25200.00,2.00,5.00,0
W,M,1.00,2.00,22.00,739.20,5.00,6.00,Szczecin,2.00,1478.40,4.00,3.00,0
K,M,3.00,4.00,54.00,143700.48,3.00,8.00,Szczecin,2.00,133902.72,3.00,2.00,0
W,M,5.00,3.00,110.00,44352.00,4.00,3.00,Poznañ,2.00,33264.00,0.00,1.00,0
K,M,4.00,4.00,88.00,447068.16,3.00,6.00,Wroc³aw,5.00,489646.08,2.00,1.00,0
W,P,1.00,2.00,22.00,443.52,3.00,3.00,Gdañsk,1.00,443.52,0.00,0.00,0
K,M,4.00,3.00,76.00,140958.72,2.00,9.00,Lublin,4.00,104186.88,3.00,2.00,0
W,P,1.00,5.00,25.00,3150.00,5.00,2.00,Warszawa,1.00,3150.00,3.00,4.00,0
W,M,1.00,1.00,18.00,362.88,3.00,0.00,Bia³ystok,0.00,181.44,5.00,4.00,0
K,M,1.00,4.00,25.00,22176.00,2.00,4.00,Kraków,2.00,24696.00,2.00,5.00,0
W,M,3.00,3.00,54.00,7348.32,3.00,1.00,Bia³ystok,2.00,7348.32,3.00,2.00,0
W,M,4.00,4.00,80.00,34406.40,4.00,6.00,Lublin,2.00,25804.80,0.00,5.00,0
W,P,1.00,4.00,24.00,1290.24,4.00,0.00,Szczecin,1.00,1935.36,4.00,0.00,0
W,M,2.00,2.00,42.00,2822.40,5.00,10.00,Wroc³aw,2.00,5644.80,0.00,3.00,0
K,M,2.00,2.00,40.00,25804.80,2.00,2.00,Gdañsk,2.00,29836.80,1.00,4.00,0
W,P,1.00,5.00,24.00,1209.60,2.00,2.00,Gdañsk,1.00,1612.80,0.00,1.00,0
W,P,1.00,4.00,22.00,1478.40,5.00,10.00,Lublin,1.00,1478.40,0.00,3.00,0
W,P,1.00,5.00,18.00,907.20,2.00,7.00,Wroc³aw,1.00,604.80,3.00,4.00,0
W,M,4.00,2.00,84.00,10160.64,3.00,3.00,Lublin,0.00,10160.64,1.00,5.00,0
K,M,4.00,3.00,76.00,119508.48,2.00,3.00,Bydgoszcz,2.00,116444.16,1.00,0.00,0
K,M,2.00,3.00,38.00,95760.00,5.00,10.00,£ódŸ,0.00,61286.40,1.00,4.00,0
K,M,3.00,5.00,57.00,218332.80,4.00,1.00,Bydgoszcz,1.00,189604.80,1.00,2.00,0
W,P,1.00,4.00,24.00,967.68,2.00,6.00,Bia³ystok,1.00,645.12,4.00,2.00,0
K,M,4.00,5.00,72.00,355622.40,2.00,5.00,Wroc³aw,4.00,348364.80,3.00,4.00,0
K,M,1.00,5.00,23.00,35645.40,3.00,2.00,Kraków,2.00,40861.80,5.00,2.00,0
W,M,3.00,5.00,57.00,28728.00,5.00,10.00,Poznañ,4.00,28728.00,0.00,1.00,0
W,M,1.00,2.00,22.00,591.36,4.00,4.00,Kraków,5.00,591.36,2.00,4.00,0
W,P,1.00,5.00,20.00,1008.00,3.00,0.00,Warszawa,1.00,1008.00,4.00,2.00,0
W,M,5.00,4.00,90.00,18144.00,2.00,10.00,Poznañ,4.00,24192.00,5.00,0.00,0
W,P,1.00,3.00,24.00,362.88,1.00,8.00,Kraków,1.00,362.88,3.00,1.00,0
W,M,1.00,2.00,25.00,504.00,2.00,2.00,Bydgoszcz,4.00,504.00,3.00,1.00,0
W,M,3.00,5.00,54.00,2721.60,1.00,8.00,Bydgoszcz,2.00,4082.40,4.00,2.00,0
W,P,1.00,5.00,25.00,1890.00,3.00,4.00,Warszawa,1.00,2520.00,4.00,1.00,0
W,M,4.00,5.00,80.00,10752.00,1.00,0.00,Bydgoszcz,3.00,10752.00,2.00,0.00,0
W,M,4.00,2.00,76.00,6128.64,3.00,0.00,Kraków,2.00,6128.64,3.00,3.00,0
W,P,1.00,1.00,21.00,423.36,3.00,10.00,£ódŸ,1.00,423.36,5.00,0.00,0
W,M,3.00,5.00,57.00,21546.00,5.00,0.00,Gdañsk,3.00,28728.00,0.00,2.00,0
W,P,1.00,5.00,24.00,806.40,2.00,0.00,Gdañsk,1.00,1612.80,0.00,0.00,0
W,M,5.00,1.00,100.00,10080.00,4.00,9.00,Wroc³aw,5.00,6720.00,4.00,5.00,0
K,M,2.00,1.00,40.00,29836.80,4.00,2.00,Kraków,3.00,36288.00,1.00,4.00,0
W,P,1.00,3.00,18.00,181.44,1.00,4.00,Warszawa,1.00,181.44,1.00,4.00,0
W,P,1.00,3.00,18.00,272.16,1.00,3.00,Poznañ,1.00,272.16,5.00,1.00,0
K,M,4.00,5.00,88.00,595795.20,5.00,10.00,Bia³ystok,4.00,768768.00,3.00,4.00,0
K,M,3.00,2.00,60.00,112492.80,4.00,5.00,Kraków,3.00,108864.00,0.00,0.00,0
W,M,5.00,1.00,95.00,11970.00,5.00,7.00,£ódŸ,5.00,11970.00,3.00,1.00,0
K,M,4.00,2.00,88.00,236544.00,5.00,6.00,Bydgoszcz,2.00,212889.60,1.00,5.00,0
W,P,1.00,1.00,21.00,423.36,3.00,4.00,Gdañsk,1.00,211.68,1.00,1.00,0
W,M,1.00,2.00,24.00,322.56,2.00,7.00,£ódŸ,5.00,322.56,4.00,3.00,0
W,P,1.00,5.00,19.00,1596.00,5.00,5.00,Lublin,1.00,1596.00,1.00,2.00,0
W,P,1.00,5.00,19.00,1436.40,3.00,4.00,Kraków,1.00,957.60,5.00,0.00,0
W,P,1.00,5.00,18.00,1209.60,4.00,0.00,Szczecin,1.00,1814.40,1.00,1.00,0
W,M,1.00,5.00,21.00,705.60,1.00,8.00,Poznañ,2.00,529.20,2.00,1.00,0
W,P,1.00,4.00,23.00,3091.20,5.00,10.00,Szczecin,1.00,3091.20,3.00,1.00,0
W,P,1.00,2.00,19.00,766.08,4.00,8.00,Warszawa,1.00,510.72,0.00,2.00,0
W,P,1.00,1.00,25.00,840.00,5.00,4.00,Poznañ,1.00,420.00,2.00,5.00,0
W,P,1.00,3.00,22.00,665.28,2.00,10.00,Bia³ystok,1.00,887.04,3.00,5.00,0
K,M,1.00,2.00,23.00,2704.80,1.00,8.00,Poznañ,3.00,3400.32,1.00,1.00,0
W,P,1.00,5.00,19.00,957.60,2.00,0.00,Gdañsk,1.00,957.60,3.00,3.00,0
W,M,1.00,2.00,22.00,221.76,1.00,8.00,Poznañ,4.00,147.84,5.00,4.00,0
W,M,3.00,4.00,66.00,19958.40,5.00,9.00,£ódŸ,2.00,19958.40,2.00,0.00,0
W,M,4.00,4.00,84.00,13547.52,3.00,1.00,Lublin,1.00,13547.52,1.00,4.00,0
W,P,1.00,2.00,24.00,1209.60,5.00,8.00,Lublin,1.00,806.40,1.00,5.00,0
W,M,3.00,4.00,66.00,13305.60,5.00,4.00,Bia³ystok,3.00,19958.40,2.00,2.00,0
W,P,1.00,1.00,24.00,645.12,4.00,2.00,Warszawa,1.00,322.56,3.00,4.00,0
W,M,3.00,1.00,63.00,635.04,1.00,7.00,Bydgoszcz,5.00,952.56,3.00,2.00,0
W,M,2.00,1.00,40.00,806.40,3.00,9.00,Poznañ,3.00,1209.60,5.00,0.00,0
W,P,1.00,4.00,21.00,846.72,2.00,6.00,Gdañsk,1.00,846.72,1.00,2.00,0
W,M,4.00,5.00,88.00,11827.20,2.00,0.00,Szczecin,2.00,17740.80,4.00,5.00,0
W,M,2.00,3.00,44.00,5322.24,3.00,10.00,Szczecin,2.00,2661.12,3.00,2.00,0
W,P,1.00,1.00,22.00,739.20,5.00,0.00,Bydgoszcz,1.00,369.60,3.00,2.00,0
K,M,1.00,2.00,25.00,10836.00,3.00,10.00,Szczecin,4.00,10332.00,2.00,0.00,0
W,P,1.00,1.00,24.00,806.40,5.00,5.00,Kraków,1.00,403.20,2.00,4.00,0
W,M,3.00,5.00,63.00,19051.20,4.00,5.00,£ódŸ,5.00,19051.20,3.00,1.00,0
K,M,4.00,2.00,80.00,303206.40,4.00,0.00,Wroc³aw,0.00,290304.00,4.00,0.00,0
W,P,1.00,3.00,19.00,191.52,1.00,6.00,Lublin,1.00,287.28,5.00,3.00,0
W,M,4.00,5.00,72.00,21772.80,3.00,3.00,Szczecin,2.00,14515.20,3.00,4.00,0
W,P,1.00,4.00,22.00,443.52,1.00,0.00,Warszawa,1.00,591.36,5.00,2.00,0
W,P,1.00,5.00,18.00,1360.80,3.00,7.00,£ódŸ,1.00,1360.80,3.00,5.00,0
W,P,1.00,2.00,25.00,336.00,2.00,2.00,Kraków,1.00,504.00,0.00,0.00,0
W,P,1.00,1.00,19.00,191.52,3.00,3.00,Warszawa,1.00,191.52,3.00,5.00,0
K,M,2.00,2.00,40.00,12633.60,1.00,6.00,Poznañ,0.00,9945.60,4.00,1.00,0
K,M,1.00,1.00,23.00,5718.72,4.00,5.00,Lublin,4.00,6955.20,1.00,2.00,0
K,M,2.00,1.00,40.00,8870.40,2.00,6.00,Szczecin,1.00,12902.40,4.00,1.00,0
W,P,1.00,3.00,20.00,201.60,1.00,6.00,Lublin,1.00,201.60,4.00,3.00,0
W,M,5.00,3.00,100.00,30240.00,3.00,6.00,Poznañ,4.00,15120.00,5.00,5.00,0
W,P,1.00,3.00,22.00,221.76,1.00,3.00,Bydgoszcz,1.00,443.52,4.00,0.00,0
W,P,1.00,1.00,21.00,282.24,4.00,2.00,Poznañ,1.00,282.24,3.00,4.00,0
W,M,4.00,1.00,76.00,8171.52,4.00,2.00,Gdañsk,0.00,6128.64,1.00,5.00,0
W,P,1.00,1.00,20.00,100.80,1.00,1.00,Bia³ystok,1.00,100.80,5.00,2.00,0
W,M,1.00,5.00,25.00,2520.00,4.00,6.00,Gdañsk,0.00,3360.00,0.00,0.00,0
W,M,3.00,4.00,60.00,14515.20,3.00,2.00,Bydgoszcz,5.00,7257.60,1.00,0.00,0
W,P,1.00,2.00,20.00,201.60,1.00,5.00,Bydgoszcz,1.00,134.40,2.00,3.00,0
W,P,1.00,1.00,19.00,478.80,5.00,9.00,Gdañsk,1.00,638.40,3.00,0.00,0
W,M,3.00,4.00,66.00,5322.24,2.00,7.00,Szczecin,5.00,7983.36,5.00,2.00,0
W,M,5.00,4.00,95.00,51072.00,4.00,1.00,Warszawa,4.00,51072.00,4.00,5.00,0
W,M,3.00,1.00,60.00,3628.80,3.00,2.00,Warszawa,2.00,2721.60,5.00,5.00,0
W,P,1.00,5.00,18.00,302.40,1.00,8.00,Kraków,1.00,302.40,1.00,0.00,0
W,P,1.00,5.00,19.00,3192.00,5.00,3.00,Wroc³aw,1.00,3192.00,2.00,4.00,0
K,M,5.00,2.00,100.00,109200.00,1.00,9.00,Bia³ystok,1.00,104832.00,5.00,2.00,0
W,P,1.00,2.00,22.00,665.28,3.00,9.00,Gdañsk,1.00,665.28,1.00,2.00,0
K,M,5.00,3.00,110.00,121968.00,1.00,7.00,Lublin,1.00,105336.00,4.00,1.00,0
K,M,3.00,2.00,63.00,185749.20,5.00,0.00,Gdañsk,1.00,209563.20,2.00,2.00,0
W,M,3.00,5.00,54.00,2721.60,1.00,9.00,Lublin,0.00,5443.20,0.00,4.00,0
W,M,5.00,2.00,95.00,14364.00,3.00,6.00,Warszawa,2.00,14364.00,1.00,4.00,0
K,M,5.00,5.00,95.00,1835400.00,5.00,0.00,Warszawa,3.00,1995000.00,2.00,2.00,0
K,M,5.00,2.00,105.00,310464.00,4.00,0.00,Szczecin,0.00,352800.00,2.00,2.00,0
W,P,1.00,2.00,20.00,672.00,5.00,3.00,Gdañsk,1.00,1344.00,3.00,3.00,0
